id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
Wcdb3dAutXHYBnB6,FS542_food chem2,multi reasoning,Will I have the same amount of time to work on the makeup exam as the students taking the regular final exam?,"No, students taking the makeup exam will have 2 hours whereas the students taking the regular final exam will have a 48 hour window to complete on it.",,,,,,"The final exam will be open from
12/12/2022 10:10am to 12/14/22 10:10am = 48 hours",The Make-up exam is on 12/19/2022 from 10:30AM - 12:30PM = 2 hours,,,
n5np5Zarin7jHivQ,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,multi factual,What types of electronic devices are allowed in class?,You are allowed to bring a mobile phone and a laptop to class.,You are allowed to bring a mobile phone to class,You are also allowed to use a laptop in class to take notes ,,,,,,,,
DZI9mldRrnN9U75G,151 syllabus fall 2022 Rounds,summarization,What does students can do if they missed the exams?,If the students missed the exams due to valid reason they will one chance to make up.,Students with a valid excuse for missing an exam must present it to me before the exam. ,"If the excuse is valid and verified, I will drop that exam. ",Students may do this only once in a semester. , An exam missed without a valid excuse will be recorded as a zero., A schedule conflict is not a valid reason for missing an exam. ,,,,,
OMmPMYQUrJthae3j,vsyllabus 2022,multi reasoning,"Why is there so much ""non-required"" reading?","The required reading offers a general understand of the course materials. Additional readings aren't necessary, but will further help in understanding and improve class participation. ",,,,,,"The professor mentions that participation is required and is based on the ""extremely interesting"" articles they provided.",It is also mentioned that the reading assignments are exceptional for understanding the class material. ,"One could assume that the required readings are good for a standard understanding, and that further reading is always helping in a more in-depth understand of the material that will lead to doing better on the assignments, and in being able to contribute to class discussion.",,
GdD0H5ujWygaPdsR,advanced_system_software_design_redacted,single factual,What is the minimum score required to pass the course?,The minimum score to receive a D- in the course is 60.00.,Final Grade Distribution: 60.00 - 62.99 D-,,,,,,,,,
ZaeNYxWYAdPUCHs9,Acct 371 Syllabus - Spring,summarization,What do I need to do for class each day?,"Each class covers a chapter, that will need to be read and each will have a pre-quiz due before class. There are in-class assignments each day, that are required, and then quizzes each week to ensure you understood the material. Fridays will also just be homework days instead of actual in-class days. ","The homework will
consist of problems at the end of the chapter that will be assigned to you in
CNOW/Blackboard. I will assign homework problems for each chapter. We will also
have “Friday Homework” instead of meeting for class on Friday’s. ","There will be short quizzes before each Chapter that we cover. I
expect you to have an understanding of the material before we meet in class. These
quizzes will be due before we meet to cover the material in class.","There will be short quizzes each week during the semester in CNOW for each Chapter we cover. The quizzes will
be after we covered the material in class","Classes will consist of working on various problems on CNOW in groups, as a class or
with one of you leading the class.",,,,,,
ouIHnKf06xOUVWlf,Syllabus.Astron101.summer2023,single factual,Is this class asynchronous?,"Yes, however, you will need to check in daily between July 24th and August 4th as you will need to complete your daily observations.","Attendance Policy
There is no required attendance except between July 24th and August 4th when the students will need to
do their daily observations. Since this is an online class, students should try to log in ever day to do the
work and check for any important messages",,,,,,,,,
KSpLUE3UGo3bXik1,Syllabus. Multivariable Calculus,multi factual,What are the exams like for this class?,"This class has two evening midterm exams and a final exam. Exam 1 is Thursday, Oct 14th from 7-9PM. Exam 2 is Thursday, Nov 18th from 7-9PM. The date and time of the final exam will be determined during the semester. Location for each exam varies by section. Your instructor can provide that information.",This course will have two evening midterm exams and a final exam. ,"• Exam 1: Thursday, October 14th, 7-9 PM (location varies for different sections; ask your instructor)","Exam 2: Thursday, November 18th, 7-9 PM (location varies for different sections; ask your instructor) ","Final Exam: TBA 
",,,,,,
ravZ59rODM7wByMZ,130 syllabus_2 S 2023,multi factual,"What, if any, are the anticipated long-term takeaways from the class?","Long after the class if over, it is hoped the students will, 1.) make informed food choices, 2.) not develop an eating disorder, 3.) ability to assess nutrition claims","10 Years from now I hope you can say:
• I know how to decide what to eat

",• I don’t have an eating disorder,• I am confident that I can distinguish between good Nutrition reporting and product marketing/exaggerated claims/bad reporting.,,,,,,,
IgmBaavI0QdXHTFn,MIE 302 Spring 2022 Syllabus-v1,yes/no,Do I tell the instructor if I'm feeling sick?,Yes," if you are unwell, please stay home 
and inform the instructor! – t",,,,,,,,,
4m2qtiiTWYdQp3nP,Syllabus_Marine_Microbiome_2022_redacted,multi factual,What is the required textbook and where can I get it? ,Environmental Microbiology available at the library. ,"Environmental Microbiology – from genomes to biogeochemistry, Eugene L. Madsen, 2016,
John Wiley & Sons, Second Edition, ISBN 978-1-118-43963-0 ",Available through the UofSC library,,,,,,,,
5ftqLW1D9NSBMKXF,BDES-Syllabus-2021-v1rsb,single reasoning,Is there a class in February?,"No, the course runs in Fall.",,,,,,February is not in Fall.,,,,
mNd0Elw3kveYSXqH,Biol582_2022_Syllabus,single factual,How many quizzes will there be in this course?,There will be 14 quizzes in the course.,"Quizzes: Many class meetings will begin with a short quiz that will cover that day’s assigned readings. Quizzes will
be i&gt;clicker based and there will be 14 of them.",,,,,,,,,
QckLSsejH9RuwS6F,Syllabus Chem111-Fa22,multi factual,what are the types of homework?,"There are two types of homework, both on (OWL) that are (MAS) and the second is EOC/Review.",two types of homework (both on OWL) in this class,(MAS) OWL homework of each chapter,"the EOC/Review (end of the chapter) that is
optional (O) ",,,,,,,
7XzlJRufljQOFSy0,MGMNT 462_ Syllabus - Spring 2023,yes/no,"If ill, can I still receive participation credit somehow?",Yes,"If you feel ill, please do not come to class! You can get full participation credit even if you miss classes due to
illness (contact me).",,,,,,,,,
Mo8iijhTGQEe5Xxl,Animlsci581 Syllabus-v4,single factual,How many students will be in each presentation group?,There will be three to four students in the presentation groups.,Project presentations (3-4 students),,,,,,,,,
crzMd0XTBgkuN9n1,CS Syllabus for 568,multi reasoning,If I miss four classes will I still be able to make an A in this course?,"No, if you miss four classes your best possible sore is a C. ",,,,,,"If you miss more than two classes, your grade will drop by a letter grade.",If you miss more than four classes it will go down two grades.,,,
jsVND7lmrcbXI71l,JOURNAL 310 (International Journalism) Syllabus - 2022 Spring,multi reasoning,What can I do if I am struggling in this course?,"If you are struggling with this course, you can schedule an office hours appointment, try to participate more often in class, do the available extra credit, and keep track of their performance in the semester so far on Moodle",,,,,,Instructor has weekly office hours with an appointment process,Grading is based on social learning with peer and self evaluations,There is extra credit available,Students can monitor their on grade on Moodle,
URiTxaMdSe307nWt,web_syllabus_4670,multi reasoning,Is selling course materials from the blackboard considered academic misconduct?,Yes because the course materials are the intellectual property of the instructor.,,,,,,Course materials from the blackboard are intellectual property of the instructor.,The instructor prohibits selling course materials.,,,
ens9X911Br7sKWKn,101-f22-syll,multi factual,How will my grade be determined?,"Your grade will be a combination a 4 requirements. Homework assignments which will be 50% of the grade, Writing project which will be 15% of the grade, group problem solving which will be 15% of the grade and exams which will be 20% of the grade.",1. Homework Assignments (10*5=50%),2. Writing Project (3*5=15%),3. Group Problem Solving in Sections (10*1.5=15%),4. Exams (2*10 = 20%),,,,,,
ySe5engfUhrTxzxi,syllabus-2,summarization,Can I skip some of the homework,"Yes, but only some.","Grades will be assigned according to the following scale: A (93-100%), A- (90-92%),
B+ (87-89%), B (83-86%), B- (80-82%), C+ (77-79%), C (73-76%), C- (70-72%), D+
(65-69%), D (60-64%), F (&lt;60%).","Graduate students cannot earn grades of C-, D or D+, therefore scores lower than
73% are failing grades for graduate students.",Homework assignments (40%),,,,,,,
dRbsOWPvYqfazRKh,GEOG468668syllabusGIS_2023,yes/no,Is trigonometry a prerequisite for the course?,Yes,"High school math and geometry, including Trigonometry",,,,,,,,,
bhURPRsVIUQP2uYV,PSYCH 397D syllabus Spring 2023,multi factual,"What type of autistic experience will be discussed throughout the course? In addition, are there any named identities that will be discussed?","The lived experience of autistic children
and adults at the intersection of other identities, including race, gender, and sexuality, will be
discussed. ","The lived experience of autistic children
and adults","The lived experience of autistic children
and adults at the intersection of other identities, including race, gender, and sexuality, will be
discussed.",,,,,,,,
q97jWKKL4Gr9i5f7,315 Lab Syllabus 22-01-11,single factual,Are there any prerequisites for this class?,Orgo I is the prerequisite course for this class.,Prerequisites: Orgo 1,,,,,,,,,
7lnDoZpGJxn0iEM3,Syllabus_ISE4100_Au22_v3_redacted,summarization,What items should I acquire or bring with me to class?,"You can acquire Discrete-event system simulation 4th or 5th edition, and if you want more information on arena software, the simulation with arena book. Neither are required though. If you have PC you should get the free version of ARENA software, or on the mac setup your remote desktop software.","We will have two (non-required) textbooks. The first one will be
used in the lectures and the second one will be used in the labs.
• Jerry Banks, John S. Carson II, Barry L. Nelson, and David M. Nicol, Discrete-Event System
Simulation, 5th edition, Prentice Hall, 2010
• W. David Kelton, Randall P. Sadowski, and Nancy B. Zupick, Simulation with Arena, McGraw
Hill.
I recommend (but do not require) obtaining a copy of the first textbook if possible, as we will be
following that book closely. The US edition or the International edition are the same as far as I can tell,
and the 4th edition is largely similar to the 5th edition too, so all these editions can work. The second
textbook on the Arena software is a good reference if you are looking for one, but not required.","We will use the ARENA software in the lab. This software is available
on computers in OSU Baker Systems labs, and via remote access.
A free student version of the software is available for Windows devices and can be obtained from the
software’s website; the capabilities of this free version are sufficient for the lab, and therefore you may
choose to use this on your personal device to complete labs if you’d like. A Mac version is not available;
therefore, if you are a Mac-user, you can plan to use remote desktop to access ARENA on OSU computers
when not on campus. Finally, note that while the free student version will have sufficient capabilities for
completing the labs, you will likely need the full licensed version, available on Baker System computers,
to complete the course project.",,,,,,,,
q5gWGzPQ855kAvmD,ENG 204 syllabus_FA 2021,multi reasoning,Can I do  A Music performance for the final project and can it be with a friend of mine the class? ,Yes you can work with other student in class and I musical performance as long as relevant seems to be ok. ,,,,,,You can work with a group or individual. ,You can either write a paper or can do a creative project. ,A creative project is not limited to the list in the sylabus which includes short story or film. ,,
PuMFTHvTE1TOLZIj,Syllabus SPP 697 PM 2023 (clean),summarization,Will there be any breaks during the semister,There will be on class on March 14 or April 18.,"Course Outline
Session 1 – Course Orientation, Introductions, and Overview of the Evolution of the
Performance Management Movement in the U.S. (February 7)
Session 2 - Creating a Performance Context with Strategic Outcomes, Strategic Foresight,
Strategic Planning, and Enterprise Risk Management (February 14)
Session 3 - Alternative Approaches and Tools for Creating Performance Management
Frameworks (February 21)
Session 4 - Selecting, Defining, and Collecting Data and Performance Measures (February 28)
Session 5 - Analyzing and Using Data and Evidence to Inform Decisions (March 7)
-- Spring Break; No Class on March 14 --","Session 6 - Analyzing and Using Data and Evidence to Improve Performance (March 21)
Session 7 - Creating Incentives and Accountability for Performance (March 28)
Session 8 – Using Evidence and Evaluation Techniques (April 4)
Session 9 – Building Institutional Capacity to Ensure Sustainability (April 11)
-- Patriots’ Day Holiday; No Class on April 18 --",,,,,,,,
Zh2rmcOgWtwzWyQF,MUSIC-ED 500KU Syllabus S23,multi factual,What sort of seminar assignments will there be?,"Seminar assignments will consist of: 1) Weekly assignments such as readings, reflections, Measure of Student Learning evidence, etc., 2) Midpoint and final reports for each placement, 3) Your professional resume, and 4) A sample cover letter.","o Weekly assignments such as readings,
reflections, Measure of Student Learning
evidence, etc.",o Midpoint and final reports for each placement,o Your professional resume,o A sample cover letter,,,,,,
1awK2w7h1AIt1GCO,Sch Mgmt 652 Syllabus - Fully OnLine,yes/no,Does this class cover the Trump era tax act?,Yes,"We will review the not-so recently passed tax
legislation, The Tax Cuts and Jobs Act of 2017 and other recently passed legislation.",,,,,,,,,
a5x6X6FFYB4LAMss,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,yes/no,Is class participation part of your grade?,Yes,"Class participation, interaction, and professionalism 10%",,,,,,,,,
HGyklR4BKc2jhmF1,syllabus-RESEC213-2023spring-yp,yes/no,Are all the classes in the same building?,No,"• Lecture
– Monday/Wednesday 4:00p-5:15p at Integrative Learning Center S211
• Discussion section
– RES-ECON 213-01AA: Friday 10:10am-11:00pm at Flint Laboratory room 103
– RES-ECON 213-01AB: Friday 11:15am-12:05pm at Flint Laboratory room 103
– RES-ECON 213-01AC: Friday 12:20pm-1:10pm at Flint Laboratory room 103
",,,,,,,,,
rDMuiwbHi1Cpbx08,PH224_Syllabus_Spring23,yes/no,Does this class have an online hub for us.,Yes,"3-Credit, Moodle-Supported Course
SPIRE course ID:",,,,,,,,,
oeSIj0ygmqSjLGOk,Syllabus-549,yes/no,Are there any required texts for this course?,No,Text: None required.,,,,,,,,,
Bmh9aGwS648OUG4M,Teaching Math in Elementary School 2 Proposed Syllabus,summarization,can you provide some details on the Quizzes?,"Quizzes will be every Monday, it will be submitted via moodles, each quiz has the same weight, the final score will be the average score",There will be weekly quizzes about the material discussed in the week. ,The quiz will be on Monday.,"Submission requirements:
■ On Moodle ","Grading policy:
■ Each quiz has the same weight
■ The averaged score will be used as the final score",,,,,,
RfdVrMvvNZCdWu8t,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,single reasoning,"If I fail all of the problem sets, will I fail the course for 497?",You will fail the course if you fail all of the problem sets.,,,,,,Problem sets account for 63% of the mark.  37% of the mark comes from reading/discussion reflections & the report/presentation. The 1% mentioned for attendance/participation would only be used if someone was close to another letter grade.,,,,
T09uZl9hiGHqjO2o,Nutr_130H_Syllabus_2021Fall,multi factual,How many exams and quizzes are there and how much do they affect my grade?,"There will be two exams, each worth 20% of your grade.  There will be four quizzes, each worth 5% of your grade.",Exams: (2 exams X 20% = 40% of the total 100 pts),"Quizzes: (4 quizzes in total, 4 X 5% = 20% of the total 100 pts",,,,,,,,
wXs15ddLobEHKBtN,UMASS-Math3312023,yes/no,Can I get a hard copy of the textbook?,Yes,When setting-up your account with Wiley plus there will be an option to purchase a hard copy of the book for a (small) extra-fee.,,,,,,,,,
azNk44ny51TdnEyn,syllabus_606,single reasoning,Will late homework assignments be accepted?,Late homework assignments will be accepted up to 5 days past the due date with a ten percent reduction in point value for each day the homework assignment is late.,,,,,,"There is a 10% reduction in points each day, up to 5 days after the due date for the homework. Solutions are posted on day 5.",,,,
sFYsNzAFBTjwOUDG,MIE 380 syllabus F22,yes/no,Whether it is necessary for us to be familiar with Math 432?,No,"Math 235, MIE 273/CEE 260, MIE 379 is preferable, and MIE 124 or an equivalent are required. 
",,,,,,,,,
8rTQlMFpYvBM6dRu,L0,summarization,What is the exam schedule going to be like?,"There will be a final exam in the first half of February.  If you fail the exam, there will be a second exam available for you to take in April or May.",The first exam takes place in the first half of February (subject to room availability). ,"There will be a second
written final exam only for those students who fail the first exam. This exam takes place in April or May.",,,,,,,,
LaZ0UdREN7YNnxiV,num_analysis_redacted,summarization,Can you give an example of some topics that are covered in this course?,"The course will cover a variety of topic pertaining to mathematical concepts such as apporx. theory, numerical integration and differential. There will be a variety of disciplines such as homework, exams and projects. ","There will be regular homeworks, exams, and programming projects.",4. Approximation Theory,5. Numerical integration and differentiation.,,,,,,,
oz5KaK84pYgeuIqe,syllabus_fall2022-revised2,yes/no,I took AP Stats in high school. Do I still have to do an introductory stats course at UMass?,No,"If you have not taken an intro
stats course at UMass but still want to enroll in this course, you are encouraged to petition the
instructor for permission, especially if any of the following apply: (a) you have taken AP Stats in
high school.",,,,,,,,,
8TdL6E9YZlH7Ldpy,BIOCHEM 320 Syllabus SP23 2 Feb 2023,summarization,What are the administrative details of the homework assignments?,"There are 13 homework assignments that start Week 1 and end Week 13, and are all available through Pearson’s web-based app called Mastering Chemistry. Each assignment will be available Tuesday morning and due at 11:59 pm the following Sunday. You can attempt each assignment five times and Mastering Chemistry will keep your highest score. Your total homework grade will be calculated by averaging your highest 10 homework scores.",These homework assignments will be available through Pearson’s web-based app called Mastering Chemistry.,There are 13 assignments and they start Week 1 and end Week 13.,Each one will be available Tuesday morning and due at 11:59 pm the following Sunday.,You will have five attempts to complete the assignment and Mastering Chemistry will keep your highest score.,"At the end of the semester, I will calculate your grade by averaging your highest 10 homework scores.",,,,,
LYeuG5mfckL4nI3Q,MKTG 497G Customer Insight Syllabus S2023,multi factual,"Do we need to complete any group work, and if so how are we graded?","Yes, you are required to complete  one group project. You are graded based on five criteria:Group project plan (10 pts), Data collection and analysis report (50 pts), Customer journey map (80 pts), Executive summary (80 pts), andClass presentation (80 pts) 
","The culmination of the course will be a group research project. I will form teams based on
student interests and experience in an effort to create well-rounded groups. Each project will
involve identifying a research problem, proposing specific research questions, collecting and
analyzing qualitative data, and creating actionable insights","1. Group project plan (10 pts)
2. Data collection and analysis report (50 pts)
3. Customer journey map (80 pts)
4. Executive summary (80 pts)
5. Class presentation (80 pts) 
",,,,,,,,
KllogPcCRgQL9y6I,Legal 297BL Syllabus,single factual,What percentage of my grade do reading quizzes make up?,Reading quizzes are a total of 20% of your total grade.,"Reading Quizzes (20%)
",,,,,,,,,
dVKb4MrSjvbOKHG7,stat-111-syl-spring 2023,yes/no,"Is there any makeup for quizzes in the course schedule if I miss the quizzes?
",No,There are no make-up quizzes for students who miss quizzes due to conflicts or emergencies.,,,,,,,,,
LjqKLi7t5mCoNKks,Syllabus Bio 544 lecture S23,summarization,What happens if my assignments are handed in late?,"Please take and turn in notes on all required readings. These study notes are due prior to class on
the date that a reading is due for completion. Grades for notes turned in up to 24 hours after the
deadline will be reduced by 50%. Grades for notes turned in more than 24 hours after the ?
deadline will be reduced by 75%. No exceptions.","These study notes are due prior to class on
the date that a reading is due for completion.","Grades for notes turned in up to 24 hours after the
deadline will be reduced by 50%.","Grades for notes turned in more than 24 hours after the ?
deadline will be reduced by 75%",No exceptions.,,,,,,
0gTbgMmXjsnNHfsS,Syllabus_IntroGIS_Fall2022,yes/no,"Is 91% score an ""A""",No,Grading: A-: 92.9% to 90.0%,,,,,,,,,
m8R8C9ykieVkKLyW,cs466_sp21_info_redacted,multi reasoning,What is the final topic covered before the Midterm Exam in the course?,Hash Fns will be the last topic covered prior to the midterm exam.,,,,,,Mar. 11: Hash Fns,"Mar. 16: MIDTERM, HW3 in",,,
VUOH18X1wfYSZm1s,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",multi factual,"If I have a question about the course, what options do I have?","Depending on the nature of your question, you can post it to Piazza, visit the professor or TA during office hours, or email the professor directly.","Piazza: Long-form questions, notes, private messages for faculty/TA, regrade request","Office hours:
&lt;PROF_FIRST_NAME&gt;: Wed 3:30-4:30pm (Rice 403), Fri 2:00-2:30pm
(Discord) &lt;TA_FIRST_NAME&gt;: TuTh 9:30-11:30am (Discord)
&lt;TA_FIRST_NAME&gt;: Mon 3:30-4:30pm, Fri 1:00-2:00pm (Discord)","If you want to discuss other topics or
have personal/team issues that can and should only be handled by a professor, please email me directly ",,,,,,,
kYmtBpbCzwjJfOoV,soc795E,summarization,What resources could help me with some of the math in the class?,"There are three recommended books to help with understanding any math concepts that may arise in the course: Calculus for Biology and Medicine (Neuhauser 2009); A Course in Mathematical Modeling (Mooney & Swift 1999); and Introduction to Mathematical Sociology (Bonacich & Lu, 2012).",Calculus for Biology and Medicine (Neuhauser 2009),A Course in Mathematical Modeling (Mooney & Swift 1999),"Introduction to Mathematical Sociology (Bonacich & Lu, 2012)",,,,,,,
4VVShayFQlINDRxL,Syllabus_Grounding_S_2023,yes/no,Will this class be virtual only?,No,"Class Meetings: Thursday 1:00PM - 3:30PM, South College Room E301 ",,,,,,,,,
P1Edce6DlITIAcsF,Syllabus_209H_230301,yes/no,Is there a required textbook for this course?,No,"There is no textbook for this course. Most of the materials will be primary source scientific articles, book chapters, and media articles to be distributed via Moodle.",,,,,,,,,
Pbjm6Q32NlTg8Ij4,FIN 408 Syllabus updated v2,multi factual,What is involved in group assignments and how many are in a group?,"Group projects are encouraged to be done in groups of four or five. You can form your own
groups, or I will assign you to groups randomly. Group assignments include solving three cases and one problem set with data analysis. ","Group projects are encouraged to be done in groups of four or five. You can form your own
groups, or I will assign you to groups randomly.",Group assignments include solving three cases and one problem set with data analysis. ,,,,,,,,
F2PjV6jXZFgXkjot,1. Syllabus 2023,single factual,What date is the last day of the class?,The last day of the class is on March 7 Tuesday,"February 7-March 7, Tuesday 6:00 – 8:00 pm",,,,,,,,,
QQcPIAt4WLH6ngt8,Most Recent P132 Syllabus - Spring 2022,multi factual,What does the module extensively used for?,"Modules can be used for taking surveys, to get extra credit opportunities, posting slides and other resources."," I will use Moodle extensively for:
● Hub for all other tools","
● Surveys","
● Posting slides and other resources
",● Extra credit opportunities.,,,,,,
xXAJlzPGklpa3qS1,796 Syllabus,single reasoning,"Are readings only important for tests and assignments, or will the text be used in lectures as well?","Class participation is an important element of this course. Students are expected to participate in classroom discussions based on the course materials, so it is important that students come to class having read the materials specified in the syllabus. ",,,,,,"Students are expected to come to class ready with questions for participating in discussions, so it stands to reason those discussions will be about the most recent readings and course materials.",,,,
hWTLB4nc6rUzKHjm,ResEcon-213-Fall-2022,multi reasoning,"If you miss class and don't turn in homework, by how much will your score be affected?","If you miss class and are late turning in homework, your grade will be impacted by up to 15%",,,,,,Attendance counts for 3% of your grade,Homework is 12% of your final grade,,,
28epN9qgropP4FbF,Syllabus_Spmgt461_DataAnalytics,yes/no,Does this class have a large project?,Yes,18% TMSIDK Data analysis project,,,,,,,,,
5QOTecrGrcaONNKg,BCH8016 Solid State Analysis (SYL) 012219 - revised,single reasoning,Will I get at least a B if I provide a basic explanation of the selected instrument design principle with data in a report?,"No, you will receive a D if you provide a basic explanation of the selected instrument design principle with data in a report.",,,,,,"Assessment Rubrics: Marginal (D)
Basic explanation of the selected instrument design principle with
data.",,,,
oXlC8yKRghw3eEz9,2023_Chem122_syllabus,multi reasoning,"I will be unable to take the second midterm exam, is it still possible for me to earn an A in the course?","Yes, it is possible for you to earn a grade in the A range for this course if you are unable to take the second midterm exam. Each midterm is worth 200 points, which is 8% of the total grade. Assuming a perfect score on all other components of the course, the maximum score possible is 92%. To earn a grade in the A range, you need to earn at least 90%.",,,,,,"Each midterm is worth 200 points, which is 8% of the total grade.","Assuming a perfect score on all other components of the course, the maximum score possible is 92%",A/A- 90-100%,,
dLiP2UDAovPkKJSn,270 Syllabus Fall 2022 (1),single factual,Do I need to wear masks in this class?,You need to follow university wide policy for mask usage in this class.,"Mask Policy
Students are expected to adhere to university policy regarding face coverings and COVID
precautions.",,,,,,,,,
fjk0JyhIFtIDR0Om,EME6651-SP2023_Syllabus,single reasoning,I have no idea what I am doing for the course will this be an issue?,No it won’t be an issue. This course is designed for students new to the topic,,,,,,This course has no pre-requisites and assumes no prior knowledge,,,,
5pq7s7okC6pufJYK,FS542_food chem2,yes/no,Are online quizzes taken on Moodle?,Yes,Online quizzes: there will be 4 online quizzes on moodle,,,,,,,,,
cRZixgQs1UcrKgLG,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,multi reasoning,I will be unavailable to present a final project the weekends of December 2 an December 9. Will I still pass the course with a C grade if i miss the final project?,"No, you will not be able to get an C if you miss the final project, because a C grade requires a score of 70 and above. The final project accounts for 40% of your grade. Assuming a perfect score in the rest of the assessment components (attendance, weekly essays, and classroom engagement) the maximum score possible is 60 if you miss the final project.",,,,,,Final project carries 40 points. 100 minus 40 leaves 60 points.,Student requires 70 and above to get a C. Student cannot pass course if they omit the final project.,,,
qa5HrQ7LbqK922qd,151 syllabus fall 2022 Rounds,multi factual,Which course topics focus expressly on protein in cells?,"The course topics focused on protein in cells are Protein form, Protein trafficking/folding, and Protein function.","Topics that will be covered in the order shown below and we will spend roughly a week on each
topic. 
8. Protein form",9. Protein trafficking/folding,10. Protein function,,,,,,,
boV3A1MR6oLswtnB,vsyllabus 2022,multi factual,What are the breakdown of assignments and tests that are used in the grade. ,"The grade for assignments is made up of a Midterm which is 10% of the grade, Weekly Assignments of 35% and final project of 35%","In addition, there will be weekly assignments, a midterm assignment, and a
final assignment.",Midterm 10%,Weekly Assignments 35%,Final project 35%,,,,,,
RbQxRNIZqmuCxT8y,advanced_system_software_design_redacted,multi factual,What prerequisites are required for taking this class?,"You need to have previously taken Systems Programming, Hardware Organization, and C Programming language. ","The prerequisites are including Systems Programming,",Hardware Organization,C Programming language,,,,,,,
oIKEsRtuZnvtQKTL,Acct 371 Syllabus - Spring,single reasoning,I'm going to be out of town from 2/22 to 2/28. I will still be available to do the online assignments. What chapters will I miss during that week in class?,We will be covering Chapter 4 and Chapter 5 of the textbook during that time.,,,,,,"Chapter 4 is being covered during the week of 2/20, and Chapter 5 is being covered during the week of 2/27.",,,,
oeDmczw5E5AVcbbd,Syllabus.Astron101.summer2023,multi factual,How many exams are there and what are the styles of these exams?,"There are two exams, a midterm, and a final.  They will be open book and open note exams.",Midterm and Final,The Midterm and Final will be open book and open notes.,,,,,,,,
5o8oqsRvqzsB2Hz1,Syllabus. Multivariable Calculus,single factual,How much would a leaf copy cost if we were thinking about purchasing one?,"If you want one, you can buy it for $35.",$35,,,,,,,,,
gnJH6ReaLlAZ51Ml,130 syllabus_2 S 2023,multi reasoning,Does the professor focus more on US data or global data?,The professor will examine global data in order to provide the most well-rounded view of the topic.,,,,,,The 2nd unit is on Global Health.,The course touches on health disparities as a cause of poor nutrition.,The syllabus focused on Diversity and Inclusion.,The Biological Sciences Observations referenced include knowledge of the history of nutrition and current research in nutrition.,
ypMqWlGgztV80kdB,MIE 302 Spring 2022 Syllabus-v1,single reasoning,Are there any specific activities that are prohibited during lab sessions?,Eating and drinking outside foods are not permitted during the lab.,,,,,,Food and drink may not be brought into the lab.,,,,
OoVHzWW0E6xoZk6q,Syllabus_Marine_Microbiome_2022_redacted,summarization,What is the purpose of the Carolinian Creed?,The Carolinian Creed is to give an expectation to students of how they are supposed to conduct themselves with integrity.,"Carolinian Creed is as follows: 

A a Carolinian",I will practice personal and academic integrity,I will respect the dignity of all persons,I will respect the rights and property of others,"I will discourage bigotry, while striving to learn from differences in people, ideas, and opinions",,,,,
UpiXnEAL6neVoIq1,BDES-Syllabus-2021-v1rsb,multi factual,How are grades determined?,"Grades are determined by Project Proposal, Needs Assessment, Risks and Challenges, Final Project, and Class Participation.",Project Proposal,Needs Assessment,Risks and Challenges,Final Project,Class Participation,,,,,
u2eZHvDwSTev5HXM,Biol582_2022_Syllabus,yes/no,Are the exams in the course cumulative?,No,They will not be cumulative.,,,,,,,,,
vCQsbd8QumP2IKXA,Syllabus Chem111-Fa22,multi factual,What are valid reasons for missing an exam? ,"Documented Military Service, Varsity Sports, Living in a different time zone and Covid 19. ",military service,religious observance,"varsity
sports,","living in a different time zone,",COVID-19 related issues,,,,,
rhp92jFiL9mbHgtd,MGMNT 462_ Syllabus - Spring 2023,single reasoning,What grade a student can get if he gets full points on all individual and group assignments and two midterm exams?,The student can get B- if he get full points on all individual and group assignments and two midterm exams. ,,,,,,"Social Entrepreneur Profile 10%
Social Venture Profile 10%
Midterm Exam 1 20%
Midterm Exam 2 20%
Team: Social Venture Assessment Report 15%
Team: Social Venture Pitch 5%, 
If a student get full points from above list, he can get 80%. If exams are not curved, then he can get 80 (B-),",,,,
XB3lIAfSpN36ZL0S,Animlsci581 Syllabus-v4,multi reasoning,Will I be provided accommodation if I am physically disabled?,Students can be provided accommodations if they have a documented physical disability with Disability Services and contact the professor within 2 weeks of the course's start. ,,,,,,"The University of Massachusetts Amherst is committed to providing an equal educational opportunity for all
students.","If you have a physical disability that is documented with Disability Services, you may be eligible for reasonable accommodations.",Contact the professor within 2 weeks,,
olLiNZUj0ezbSaro,CS Syllabus for 568,multi reasoning,What will happen if I forget to read the material for a class?,"In class, students will be randomly selected to answer questions from other students and/or asked to summarize a paper. If it is clear you have not done the reading, this will have a negative impact on your class participation grade, which is worth 30% of your overall grade.  ",,,,,,"In class, students will be randomly selected to answers others students questions and or asked to summarize a paper.",Reading Report & Class Participation* 30%,,,
